Index,X,Y,OBJECTID,Geocode_Address,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Statute_Category,Statute_Description,Statute_CrimeCategory,Weapon_Description,Larceny_Type,Location_Type,Latitude,Longitude
0,-77.6243579257203,43.1236079462745,2002,"601 Elmwood Ave, Rochester, NY, 14620",2016,12,1030,2016-12-23T10:30:00.000Z,2017,1,900,2017-01-05T09:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
1,-77.6243579257203,43.1236079462745,2003,"601 Elmwood Ave, Rochester, NY, 14620",2016,12,1200,2016-12-06T12:00:00.000Z,2016,12,1300,2016-12-06T13:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
2,-77.57578810544071,43.177140782505894,2007,"1237 N Goodman St, Rochester, NY, 14609",2016,10,2232,2016-10-16T22:32:00.000Z,2016,10,2232,2016-10-16T22:32:00.000Z,F,Robbery 1st: Displays What Appears To Be a Firearm          ,3,Firearm,* No Larceny Type Specified *,Street,43.1771629,-77.5759676
3,-77.54681373227429,43.156816455857,2008,"75 Browncroft Blvd, Rochester, NY, 14609",2016,10,900,2016-10-08T09:00:00.000Z,2016,10,1200,2016-10-15T12:00:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1568121,-77.5467831
4,-77.63074422122041,43.1336715869691,2009,"1236 S Plymouth Ave, Rochester, NY, 14611",2016,10,1030,2016-10-20T10:30:00.000Z,2016,10,2119,2016-10-20T21:19:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.1336216,-77.62977
5,-77.5911510262453,43.155621008412105,2010,"8 Prince St, Rochester, NY, 14607",2016,10,0,2016-10-21T00:00:00.000Z,2016,10,600,2016-10-21T06:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1557941,-77.5908357
6,-77.6267009982442,43.1298190003708,2011,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2016,10,1800,2016-10-19T18:00:00.000Z,2016,10,1400,2016-10-20T14:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
7,-77.58797034844291,43.183130528579,2012,"81 Barberry Ter, Rochester, NY, 14621",2016,9,1200,2016-09-18T12:00:00.000Z,2016,10,1540,2016-10-17T15:40:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Mailbox,Unknown,43.1830712,-77.5877727
8,-77.5519505857309,43.1650226310225,2013,"132 Presque St, Rochester, NY, 14609",2016,10,2330,2016-10-16T23:30:00.000Z,2016,10,730,2016-10-17T07:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Street,43.1649908,-77.5519781
9,-77.59994174454341,43.1387118880975,2015,"814 Meigs St, Rochester, NY, 14620",2016,10,2300,2016-10-17T23:00:00.000Z,2016,10,940,2016-10-18T09:40:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1386215,-77.5998044
10,-77.5892071179585,43.180357415711,2016,"123 Holbrooke St, Rochester, NY, 14621",2016,10,2,2016-10-19T00:02:00.000Z,2016,10,2,2016-10-19T00:02:00.000Z,F,Robbery 2nd: Aided By Another                               ,3,Personal Weapons,* No Larceny Type Specified *,Other Outside Location,43.1804739,-77.5878252
11,-77.5525468011637,43.15590794854511,2017,"93 Delray Rd, Rochester, NY, 14610",2016,10,2130,2016-10-16T21:30:00.000Z,2016,10,745,2016-10-17T07:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.155893,-77.5525715
12,-77.5571697888762,43.154710714355495,2019,"44 Amsterdam Rd, Rochester, NY, 14610",2016,10,800,2016-10-11T08:00:00.000Z,2016,10,1516,2016-10-11T15:16:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1547122,-77.5571728
13,-77.5815703158648,43.1397289287897,2022,"1040 Monroe Ave, Rochester, NY, 14620",2016,10,1600,2016-10-15T16:00:00.000Z,2016,10,1423,2016-10-16T14:23:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1397825,-77.58150289999999
14,-77.6514164540994,43.160148929406006,2023,"36 Pool St, Rochester, NY, 14606",2016,10,615,2016-10-15T06:15:00.000Z,2016,10,1000,2016-10-15T10:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1601276,-77.6514424
15,-77.646385986105,43.1541023130977,2024,"194 Hague St, Rochester, NY, 14611",2016,10,2130,2016-10-15T21:30:00.000Z,2016,10,600,2016-10-16T06:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1540502,-77.64634149999999
16,-77.597852705002,43.145006651006696,2025,"267 Pearl St, Rochester, NY, 14607",2016,10,1730,2016-10-14T17:30:00.000Z,2016,10,1845,2016-10-14T18:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1450186,-77.597897
17,,,2027,,2016,10,2136,2016-10-12T21:36:00.000Z,2016,10,2136,2016-10-12T21:36:00.000Z,F,Robbery 1st: Displays What Appears To Be a Firearm          ,3,Firearm,* No Larceny Type Specified *,Street,33.791638,-84.389488
18,-77.5813154791848,43.1853375763598,2028,"94 Jackson St, Rochester, NY, 14621",2016,9,1603,2016-09-30T16:03:00.000Z,2016,9,1730,2016-09-30T17:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1853227,-77.5812625
19,-77.55439368352941,43.164633332555105,2029,"44 Wyand Cres, Rochester, NY, 14609",2016,10,1900,2016-10-16T19:00:00.000Z,2016,10,630,2016-10-17T06:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1646233,-77.5543964
20,-77.61767868548199,43.1885092012631,2030,"83 Strong St, Rochester, NY, 14621",2016,10,2120,2016-10-25T21:20:00.000Z,2016,10,2120,2016-10-25T21:20:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Single Family Home,43.188505,-77.617729
21,-77.62945416458808,43.20978987987579,2031,"2260 Lake Ave, Rochester, NY, 14612",2016,12,1200,2016-12-23T12:00:00.000Z,2016,12,1200,2016-12-24T12:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.2091595,-77.6297266
22,-77.5615696226512,43.160028690748206,2032,"1850 E Main St, Rochester, NY, 14609",2016,9,1200,2016-09-18T12:00:00.000Z,2016,9,1110,2016-09-25T11:10:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,43.1600535,-77.5615725
23,-77.6059338172462,43.1547817594065,2033,"1 Bausch And Lomb Pl, Rochester, NY, 14604",2016,10,200,2016-10-13T02:00:00.000Z,2016,10,215,2016-10-13T02:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Street,43.1545792,-77.60592989999999
24,-77.6005262742279,43.15738703485229,2034,"30 Swan St, Rochester, NY, 14604",2016,10,1600,2016-10-07T16:00:00.000Z,2016,10,1420,2016-10-12T14:20:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,College,43.1575657,-77.60034809999999
25,-77.6397072267694,43.1782205605898,2035,"715 Dewey Ave, Rochester, NY, 14613",2016,10,1400,2016-10-01T14:00:00.000Z,2016,10,1400,2016-10-15T14:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Building,43.1781717,-77.6398085
26,-77.643129195789,43.1860186408321,2037,"431 Augustine St, Rochester, NY, 14613",2016,10,1545,2016-10-16T15:45:00.000Z,2016,10,1549,2016-10-16T15:49:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1859894,-77.6431198
27,-77.6173467438978,43.1206738442251,2039,"39 Rosemount St, Rochester, NY, 14620",2016,10,2200,2016-10-11T22:00:00.000Z,2016,10,745,2016-10-12T07:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1206606,-77.61738729999999
28,-77.6243579257203,43.1236079462745,2040,"601 Elmwood Ave, Rochester, NY, 14620",2016,12,1729,2016-12-29T17:29:00.000Z,2017,1,2200,2017-01-06T22:00:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
29,-77.64486118038658,43.16632637329061,2042,"77 Warner St, Rochester, NY, 14606",2016,10,2000,2016-10-12T20:00:00.000Z,2016,10,2230,2016-10-12T22:30:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1663447,-77.6448092
30,-77.5522065256588,43.162553868415,2044,"10 Merwin Ave, Rochester, NY, 14609",2016,6,1200,2016-06-01T12:00:00.000Z,2016,10,1200,2016-10-11T12:00:00.000Z,F,Grand Larceny 3rd: Property Value Exceeds $3000             ,6,* No Weapon Specified *,Theft from Building,Garage/Shed,43.1625871,-77.5521572
31,-77.6290894234387,43.226588277474,2046,"211 Sheppler St, Rochester, NY, 14612",2016,10,2100,2016-10-10T21:00:00.000Z,2016,10,700,2016-10-11T07:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.2265952,-77.6290928
32,-77.6267009982442,43.1298190003708,2047,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2016,10,1500,2016-10-10T15:00:00.000Z,2016,10,1510,2016-10-10T15:10:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
33,-77.6639677296682,43.1505586626872,2048,"460 Buffalo Rd, Rochester, NY, 14611",2016,10,1930,2016-10-06T19:30:00.000Z,2016,10,1930,2016-10-06T19:30:00.000Z,F,Robbery 2nd: Causes Physical Injury                         ,3,Personal Weapons,* No Larceny Type Specified *,Other Commercial Service Location,43.1521773,-77.66296249999999
34,-77.6243579257203,43.1236079462745,2051,"601 Elmwood Ave, Rochester, NY, 14620",2016,9,1200,2016-09-24T12:00:00.000Z,2016,10,700,2016-10-03T07:00:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
35,-77.6267009982442,43.1298190003708,2052,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2016,10,1700,2016-10-07T17:00:00.000Z,2016,10,830,2016-10-10T08:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
36,-77.62935929890921,43.1689495176976,2053,"920 N Plymouth Ave, Rochester, NY, 14613",2016,10,1805,2016-10-12T18:05:00.000Z,2016,10,1805,2016-10-12T18:05:00.000Z,F,Robbery 3rd                                                 ,3,Personal Weapons,* No Larceny Type Specified *,Street,43.168728,-77.6293269
37,-77.65267459333221,43.1623222822146,2056,"240 Dakota St, Rochester, NY, 14606",2016,10,2000,2016-10-10T20:00:00.000Z,2016,10,600,2016-10-11T06:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1624552,-77.6524761
38,-77.6476337278033,43.19255267150601,2057,"817 Flower City Park, Rochester, NY, 14615",2016,10,1000,2016-10-09T10:00:00.000Z,2016,10,1130,2016-10-09T11:30:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Other Outside Location,43.1923572,-77.6476083
39,-77.5751397034885,43.1633684181139,2058,"108 Chamberlain St, Rochester, NY, 14609",2016,10,1000,2016-10-09T10:00:00.000Z,2016,10,1014,2016-10-09T10:14:00.000Z,F,Robbery 3rd                                                 ,3,Not Reported,* No Larceny Type Specified *,Street,43.1633624,-77.5751286
40,-77.5754442529246,43.2416822259058,2061,"1430 Lake Shore Blvd, Rochester, NY, 14617",2016,7,1600,2016-07-30T16:00:00.000Z,2016,7,1600,2016-07-30T16:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Lake/Waterway,43.2361272,-77.5567248
41,-77.6037785404217,43.1356265852107,2063,"127 Rockingham St, Rochester, NY, 14620",2016,9,800,2016-09-29T08:00:00.000Z,2016,10,1230,2016-10-06T12:30:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,43.1356212,-77.6037661
42,-77.6608502259009,43.10606555639399,2064,"Genesee Valley Park Rd, Rochester, NY, 14623",2016,10,330,2016-10-09T03:30:00.000Z,2016,10,441,2016-10-09T04:41:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1207406,-77.6358317
43,-77.55880978279801,43.1511549411007,2066,"86 Hampden Rd, Rochester, NY, 14610",2016,10,505,2016-10-05T05:05:00.000Z,2016,10,505,2016-10-05T05:05:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1511654,-77.55882969999999
44,-77.6529585621051,43.162082189055006,2068,"225 Dakota St, Rochester, NY, 14606",2016,10,1015,2016-10-10T10:15:00.000Z,2016,10,25,2016-10-11T00:25:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1620515,-77.65300839999999
45,-77.6529585621051,43.162082189055006,2069,"225 Dakota St, Rochester, NY, 14606",2016,9,2240,2016-09-26T22:40:00.000Z,2016,9,2300,2016-09-26T23:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1620515,-77.65300839999999
46,-77.6447632913726,43.179092373954894,2070,"551 Lexington Ave, Rochester, NY, 14613",2016,10,1145,2016-10-01T11:45:00.000Z,2016,10,1214,2016-10-01T12:14:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Other Residential,43.1790502,-77.6447754
47,-77.6252491789748,43.16109884224421,2071,"10 Saratoga Ave, Rochester, NY, 14608",2016,10,115,2016-10-05T01:15:00.000Z,2016,10,120,2016-10-05T01:20:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.1625229,-77.6260884
48,-77.6243579257203,43.1236079462745,2073,"601 Elmwood Ave, Rochester, NY, 14620",2016,10,530,2016-10-06T05:30:00.000Z,2016,10,800,2016-10-06T08:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
49,-77.5608988556411,43.170321091294,2075,"1357 Culver Rd, Rochester, NY, 14609",2016,10,1000,2016-10-01T10:00:00.000Z,2016,10,1245,2016-10-04T12:45:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1703389,-77.5609344
50,-77.5887587227462,43.146035760879094,2077,"475 Oxford St, Rochester, NY, 14607",2016,10,1200,2016-10-10T12:00:00.000Z,2016,10,1644,2016-10-10T16:44:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1460253,-77.5887152
51,-77.63945512277151,43.1912823467668,2078,"1345 Dewey Ave, Rochester, NY, 14613",2016,1,2253,2016-01-05T22:53:00.000Z,2016,1,2253,2016-01-05T22:53:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Blunt Object,* No Larceny Type Specified *,Multiple Dwelling,43.1913189,-77.6392406
52,-77.5711929624062,43.1470355561128,2081,"100 Douglas Rd, Rochester, NY, 14610",2016,9,1100,2016-09-19T11:00:00.000Z,2016,9,900,2016-09-20T09:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Drug Store,43.1470376,-77.5711437
53,-77.6180248874747,43.1486884643764,2083,"107 Adams St, Rochester, NY, 14608",2016,10,1830,2016-10-09T18:30:00.000Z,2016,10,2000,2016-10-09T20:00:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.14863829999999,-77.6180139
54,-77.6068422649018,43.1525222733065,2084,"11 Woodbury Blvd, Rochester, NY, 14604",2016,10,2330,2016-10-08T23:30:00.000Z,2016,10,1215,2016-10-09T12:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Garage,43.1533525,-77.6014746
55,-77.62940883282691,43.18743643304111,2085,"335 Maplewood Ave, Rochester, NY, 14613",2016,10,1800,2016-10-07T18:00:00.000Z,2016,10,1200,2016-10-08T12:00:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1874295,-77.6293625
56,-77.5806784789828,43.182218340862505,2088,"212 Randolph St, Rochester, NY, 14621",2016,10,2000,2016-10-05T20:00:00.000Z,2016,10,430,2016-10-06T04:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Yard,43.1822943,-77.5806815
57,-77.6243579257203,43.1236079462745,2094,"601 Elmwood Ave, Rochester, NY, 14620",2016,11,2015,2016-11-03T20:15:00.000Z,2016,11,2130,2016-11-03T21:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
58,-77.6243579257203,43.1236079462745,2095,"601 Elmwood Ave, Rochester, NY, 14620",2016,9,2230,2016-09-30T22:30:00.000Z,2016,9,2300,2016-09-30T23:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
59,-77.64917582821771,43.1593658718666,2096,"1050 Jay St, Rochester, NY, 14606",2016,9,1700,2016-09-30T17:00:00.000Z,2016,10,2200,2016-10-02T22:00:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1593554,-77.6491704
60,-77.5875482610318,43.16029166691111,2098,"9 Birch Cres, Rochester, NY, 14607",2016,9,1645,2016-09-30T16:45:00.000Z,2016,10,900,2016-10-01T09:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1602779,-77.5874408
61,-77.63538770906992,43.130725932684896,2099,"1500 S Plymouth Ave, Rochester, NY, 14611",2016,9,300,2016-09-30T03:00:00.000Z,2016,9,300,2016-09-30T03:00:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.1306647,-77.6353112
62,-77.64258892333109,43.126840383052794,2100,"200 Pioneer St, Rochester, NY, 14611",2016,10,2140,2016-10-01T21:40:00.000Z,2016,10,2150,2016-10-01T21:50:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.1267976,-77.642549
63,-77.5899121737998,43.1688187685444,2101,"196 Central Park, Rochester, NY, 14605",2016,10,1100,2016-10-01T11:00:00.000Z,2016,10,2130,2016-10-01T21:30:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1689005,-77.5899031
64,-77.6553928562706,43.1543731797287,2103,"133 Glide St, Rochester, NY, 14611",2016,9,2000,2016-09-23T20:00:00.000Z,2016,9,2050,2016-09-23T20:50:00.000Z,F,Assault 2nd: With Intent To Cause Serious Physical Injury   ,4,Personal Weapons,* No Larceny Type Specified *,Multiple Dwelling,43.154251,-77.654979
65,-77.616132717283,43.1916695511141,2104,"Keeler St, Rochester, NY, 14621",2016,9,145,2016-09-30T01:45:00.000Z,2016,9,145,2016-09-30T01:45:00.000Z,F,Robbery 1st: Displays What Appears To Be a Firearm          ,3,Semiautomatic Handgun,* No Larceny Type Specified *,Street,43.1916616,-77.61609050000001
66,-77.6027993623341,43.1815354266572,2105,"14 Dayton St, Rochester, NY, 14621",2016,9,1630,2016-09-17T16:30:00.000Z,2016,9,1635,2016-09-17T16:35:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Single Family Home,43.1816201,-77.6026857
67,-77.5979069736586,43.151195030452,2106,"15 Lafayette Park, Rochester, NY, 14607",2016,10,0,2016-10-02T00:00:00.000Z,2016,10,1005,2016-10-02T10:05:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Other Building,43.151393,-77.597785
68,-77.63900946927309,43.1404519950992,2107,"20 Trafalgar St, Rochester, NY, 14619",2016,9,2230,2016-09-20T22:30:00.000Z,2016,9,730,2016-09-21T07:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1404526,-77.639003
69,-77.5604481364415,43.1619809659834,2108,"515 Cedarwood Ter, Rochester, NY, 14609",2016,10,2230,2016-10-01T22:30:00.000Z,2016,10,2230,2016-10-01T22:30:00.000Z,F,Robbery 2nd: Aided By Another                               ,3,Firearm,* No Larceny Type Specified *,Street,43.16202940000001,-77.560338
70,-77.5822665294871,43.168314745691795,2109,"84 Sixth St, Rochester, NY, 14609",2016,12,1300,2016-12-11T13:00:00.000Z,2016,12,2345,2016-12-11T23:45:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1682858,-77.5823296
71,-77.6191191395075,43.1614899951236,2110,"356 State St, Rochester, NY, 14608",2016,9,1800,2016-09-29T18:00:00.000Z,2016,9,1815,2016-09-29T18:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Street,43.161382,-77.6192964
72,-77.63060773679159,43.1913858051259,2111,"1361 Lake Ave, Rochester, NY, 14613",2016,9,200,2016-09-25T02:00:00.000Z,2016,9,1209,2016-09-25T12:09:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1912552,-77.63043329999999
73,-77.61699218623859,43.198168224323595,2112,"18 Navarre Rd, Rochester, NY, 14621",2016,9,2230,2016-09-18T22:30:00.000Z,2016,9,800,2016-09-19T08:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Yard,43.1981443,-77.6169398
74,-77.6196919114794,43.1609744282664,2113,"343 State St, Rochester, NY, 14608",2016,9,843,2016-09-19T08:43:00.000Z,2016,9,1341,2016-09-19T13:41:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Parking Lot,43.1608082,-77.6196475
75,-77.63949301801509,43.1478620727193,2116,"Kenwood Ave, Rochester, NY, 14611",2016,9,1916,2016-09-27T19:16:00.000Z,2016,9,1916,2016-09-27T19:16:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Shotgun,* No Larceny Type Specified *,Multiple Dwelling,43.1465074,-77.6395077
76,-77.6312427772768,43.1917218016306,2118,"60 Clay Ave, Rochester, NY, 14613",2016,10,515,2016-10-01T05:15:00.000Z,2016,10,2230,2016-10-01T22:30:00.000Z,M,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.191693,-77.631286
77,-77.6243579257203,43.1236079462745,2119,"601 Elmwood Ave, Rochester, NY, 14620",2016,9,1630,2016-09-28T16:30:00.000Z,2016,9,620,2016-09-29T06:20:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
78,-77.6354494041779,43.1685140748355,2120,"219 Dewey Ave, Rochester, NY, 14608",2016,9,1655,2016-09-14T16:55:00.000Z,2016,9,1712,2016-09-26T17:12:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Grocery/Supermarket,43.1684017,-77.6358497
79,-77.60857792408359,43.1565065790751,2121,"125 E Main St, Rochester, NY, 14604",2016,9,730,2016-09-28T07:30:00.000Z,2016,9,2230,2016-09-29T22:30:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Hotel/Motel,43.1564621,-77.60823409999999
80,-77.6243579257203,43.1236079462745,2122,"601 Elmwood Ave, Rochester, NY, 14620",2016,9,850,2016-09-21T08:50:00.000Z,2016,9,855,2016-09-21T08:55:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
81,,,2123,,2016,9,1610,2016-09-10T16:10:00.000Z,2016,9,1630,2016-09-10T16:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Other Building,33.791638,-84.389488
82,-77.63100528739,43.2055242278219,2124,"67 Winchester St, Rochester, NY, 14615",2016,9,2100,2016-09-26T21:00:00.000Z,2016,9,600,2016-09-27T06:00:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.2055333,-77.6309927
83,-77.6152840337348,43.183032582714006,2125,"38 Mazda Ter, Rochester, NY, 14621",2016,9,2200,2016-09-17T22:00:00.000Z,2016,9,700,2016-09-18T07:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1831573,-77.61512
84,-77.61876376629729,43.161255539343394,2126,"312 State St, Rochester, NY, 14608",2016,9,1545,2016-09-24T15:45:00.000Z,2016,9,900,2016-09-26T09:00:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Other Business Office,43.1608715,-77.61838759999999
85,-77.63074422122041,43.1336715869691,2128,"1236 S Plymouth Ave, Rochester, NY, 14611",2016,9,2100,2016-09-17T21:00:00.000Z,2016,9,1930,2016-09-19T19:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.1336216,-77.62977
86,-77.5854469669081,43.140766124007705,2129,"100 Laburnam Cres, Rochester, NY, 14620",2016,9,900,2016-09-26T09:00:00.000Z,2016,9,2142,2016-09-26T21:42:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.140722,-77.5852918
