X,Y,OBJECTID,Geocode_Address,Geocode_Street,Case_Number,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Reported_Date_Year,Reported_Date_Month,Reported_Time,Reported_Timestamp,Address_StreetFull,Address_City,Address_State,Patrol_Beat,Patrol_Section,Case_Status,Statute_Title,Statute_Section,Statute_Subsection,Statute_Degree,Statute_Class,Statute_Category,Statute_Text,Statute_Description,Statute_CrimeCategory,Statute_Attempted,Weapon_Description,Larceny_Type,Location_Type,Geo_Beat,Geo_Section,Geo_Section_Num
-77.6384124006786,43.1939113882076,1529,"334 Ridgeway Ave, Rochester, NY, 14615",334 RIDGEWAY AVE,2017-00039442,2017,2,2315,2017-02-19T23:15:00.000Z,2017,2,2322,2017-02-19T23:22:00.000Z,2017,2,2322,2017-02-20T04:22:00.000Z,334 RIDGEWAY AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6243579257203,43.1236079462745,1531,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2017-00052484,2017,3,1800,2017-03-06T18:00:00.000Z,2017,3,600,2017-03-07T06:00:00.000Z,2017,3,600,2017-03-07T11:00:00.000Z,601 ELMWOOD AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5929185090397,43.1446986518384,1532,"450 S Goodman St, Rochester, NY, 14607",450 S GOODMAN ST,2017-00054268,2017,3,430,2017-03-09T04:30:00.000Z,2017,3,500,2017-03-09T05:00:00.000Z,2017,3,508,2017-03-09T10:08:00.000Z,450 S GOODMAN ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5570543647688,43.1631769938152,1533,"1091 Garson Ave, Rochester, NY, 14609",1091 GARSON AVE,2017-00039015,2017,2,1600,2017-02-18T16:00:00.000Z,2017,2,1200,2017-02-19T12:00:00.000Z,2017,2,1227,2017-02-19T17:27:00.000Z,1091 GARSON AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6000926842219,43.1774327141363,1534,"210 Bernard St, Rochester, NY, 14621",210 BERNARD ST,2017-00310085,2017,12,1200,2017-12-08T12:00:00.000Z,2017,12,1507,2017-12-09T15:07:00.000Z,2017,12,1507,2017-12-09T20:07:00.000Z,210 BERNARD ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6108885879637,43.1639717944649,1535,"65 Ward St, Rochester, NY, 14605",65 WARD ST,2017-00046412,2017,2,1330,2017-02-24T13:30:00.000Z,2017,2,2100,2017-02-26T21:00:00.000Z,2017,2,2305,2017-03-01T04:05:00.000Z,65 WARD ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5989909033761,43.1374813905126,1536,"157 Benton St, Rochester, NY, 14620",157 BENTON ST,2017-00051860,2017,3,2300,2017-03-05T23:00:00.000Z,2017,3,1200,2017-03-06T12:00:00.000Z,2017,3,1225,2017-03-06T17:25:00.000Z,157 BENTON ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6175512501934,43.1551342396612,1537,"15 N Washington St, Rochester, NY, 14614",15 N WASHINGTON ST,2017-00048027,2017,3,930,2017-03-01T09:30:00.000Z,2017,3,1715,2017-03-01T17:15:00.000Z,2017,3,1735,2017-03-01T22:35:00.000Z,15 N WASHINGTON ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6243579257203,43.1236079462745,1538,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2017-00048786,2017,2,800,2017-02-20T08:00:00.000Z,2017,2,800,2017-02-21T08:00:00.000Z,2017,3,1305,2017-03-02T18:05:00.000Z,601 ELMWOOD AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6243579257203,43.1236079462745,1539,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2017-00048785,2017,2,800,2017-02-27T08:00:00.000Z,2017,2,1700,2017-02-27T17:00:00.000Z,2017,3,1305,2017-03-02T18:05:00.000Z,601 ELMWOOD AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6128334034183,43.1764175094604,1541,"18 Mead St, Rochester, NY, 14621",18 MEAD ST,2017-00038258,2017,2,1549,2017-02-18T15:49:00.000Z,2017,2,1549,2017-02-18T15:49:00.000Z,2017,2,1549,2017-02-18T20:49:00.000Z,18 MEAD ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6267009982442,43.1298190003708,1542,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",500 JOSEPH C WILSON BLVD,2017-00051329,2017,3,1635,2017-03-05T16:35:00.000Z,2017,3,1719,2017-03-05T17:19:00.000Z,2017,3,1639,2017-03-05T21:39:00.000Z,500 JOSEPH C WILSON BLVD,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.664756729059,43.1938523876194,1543,"1227 Ridgeway Ave, Rochester, NY, 14615",1227 RIDGEWAY AVE,2017-00049871,2017,3,1725,2017-03-03T17:25:00.000Z,2017,3,1725,2017-03-03T17:25:00.000Z,2017,3,1725,2017-03-03T22:25:00.000Z,1227 RIDGEWAY AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6243579257203,43.1236079462745,1544,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2017-00035728,2017,2,1330,2017-02-14T13:30:00.000Z,2017,2,1510,2017-02-14T15:10:00.000Z,2017,2,1200,2017-02-15T17:00:00.000Z,601 ELMWOOD AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5516991859163,43.1538539115996,1545,"218 Carling Rd, Rochester, NY, 14610",218 CARLING ROAD,2017-00020431,2017,1,1000,2017-01-26T10:00:00.000Z,2017,1,1300,2017-01-26T13:00:00.000Z,2017,1,1800,2017-01-26T23:00:00.000Z,218 CARLING ROAD,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6176967303307,43.1245270630541,1547,"1305 Mount Hope Ave, Rochester, NY, 14620",1305 MT HOPE AVE,2017-00172232,2017,7,1520,2017-07-12T15:20:00.000Z,2017,7,2020,2017-07-12T20:20:00.000Z,2017,7,1215,2017-07-13T16:15:00.000Z,1305 MT HOPE AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6176967303307,43.1245270630541,1548,"1305 Mount Hope Ave, Rochester, NY, 14620",1305 MT HOPE AVE,2017-00096729,2017,4,1715,2017-04-26T17:15:00.000Z,2017,4,1725,2017-04-26T17:25:00.000Z,2017,4,1825,2017-04-26T22:25:00.000Z,1305 MT HOPE AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6176967303307,43.1245270630541,1549,"1305 Mount Hope Ave, Rochester, NY, 14620",1305 MT HOPE AVE,2017-00046872,2017,2,1819,2017-02-27T18:19:00.000Z,2017,2,1843,2017-02-27T18:43:00.000Z,2017,2,1406,2017-02-28T19:06:00.000Z,1305 MT HOPE AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6165360047347,43.1576636831166,1550,"121 N Fitzhugh St, Rochester, NY, 14614",121 N FITZHUGH ST,2017-00035536,2017,2,1200,2017-02-13T12:00:00.000Z,2017,2,900,2017-02-14T09:00:00.000Z,2017,2,900,2017-02-15T14:00:00.000Z,121 N FITZHUGH ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5941652284754,43.1487849428286,1551,"281 Meigs St, Rochester, NY, 14607",281 MEIGS ST,2017-00035850,2017,1,1830,2017-01-31T18:30:00.000Z,2017,2,1530,2017-02-15T15:30:00.000Z,2017,2,1530,2017-02-15T20:30:00.000Z,281 MEIGS ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6243579257203,43.1236079462745,1552,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2017-00034898,2017,2,1800,2017-02-10T18:00:00.000Z,2017,2,1402,2017-02-14T14:02:00.000Z,2017,2,1403,2017-02-14T19:03:00.000Z,601 ELMWOOD AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.654167902746,43.1527642909132,1553,"63 Glide St, Rochester, NY, 14611",63 GLIDE ST,2017-00045795,2017,2,1145,2017-02-25T11:45:00.000Z,2017,2,1000,2017-02-27T10:00:00.000Z,2017,2,1030,2017-02-27T15:30:00.000Z,63 GLIDE ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.601320224006,43.1567114484441,1554,"121 East Ave, Rochester, NY, 14604",121 EAST AVE,2017-00042028,2017,2,1200,2017-02-22T12:00:00.000Z,2017,2,1810,2017-02-22T18:10:00.000Z,2017,2,1902,2017-02-23T00:02:00.000Z,121 EAST AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6068742055784,43.1579680678499,1555,"41 N Clinton Ave, Rochester, NY, 14604",41 N CLINTON AVE,2017-00045708,2017,2,642,2017-02-27T06:42:00.000Z,2017,2,642,2017-02-27T06:42:00.000Z,2017,2,652,2017-02-27T11:52:00.000Z,41 N CLINTON AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6243579257203,43.1236079462745,1557,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2017-00253224,2017,10,300,2017-10-04T03:00:00.000Z,2017,10,1050,2017-10-04T10:50:00.000Z,2017,10,1050,2017-10-04T14:50:00.000Z,601 ELMWOOD AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6243579257203,43.1236079462745,1558,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2017-00162281,2017,6,1230,2017-06-18T12:30:00.000Z,2017,7,1200,2017-07-03T12:00:00.000Z,2017,7,1200,2017-07-03T16:00:00.000Z,601 ELMWOOD AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6171029798971,43.1460913538977,1559,"59 Glasgow St, Rochester, NY, 14608",59 GLASGOW ST,2017-00214447,2017,8,800,2017-08-24T08:00:00.000Z,2017,8,2027,2017-08-24T20:27:00.000Z,2017,8,2027,2017-08-25T00:27:00.000Z,59 GLASGOW ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6073739024085,43.1607566709903,1561,"168 N Clinton Ave, Rochester, NY, 14604",168 N CLINTON AVE,2017-00023020,2017,2,900,2017-02-14T09:00:00.000Z,2017,2,1625,2017-02-14T16:25:00.000Z,2017,2,1635,2017-02-14T21:35:00.000Z,168 N CLINTON AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.656900385222,43.1609095275363,1562,"76 Wetmore Park, Rochester, NY, 14606",76 WETMORE PARK,2017-00035785,2017,1,2000,2017-01-23T20:00:00.000Z,2017,1,1030,2017-01-24T10:30:00.000Z,2017,2,1445,2017-02-15T19:45:00.000Z,76 WETMORE PARK,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6267009982442,43.1298190003708,1563,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",500 JOSEPH C WILSON BLVD,2017-00035757,2017,2,1330,2017-02-15T13:30:00.000Z,2017,2,1335,2017-02-15T13:35:00.000Z,2017,2,1333,2017-02-15T18:33:00.000Z,500 JOSEPH C WILSON BLVD,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6267009982442,43.1298190003708,1564,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",500 JOSEPH C WILSON BLVD,2017-00031153,2017,1,800,2017-01-02T08:00:00.000Z,2017,2,930,2017-02-09T09:30:00.000Z,2017,2,1245,2017-02-09T17:45:00.000Z,500 JOSEPH C WILSON BLVD,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6529834680364,43.1665528927186,1565,"86 Rockview Ter, Rochester, NY, 14606",86 ROCKVIEW TER,2017-00306122,2017,12,2039,2017-12-04T20:39:00.000Z,2017,12,2039,2017-12-04T20:39:00.000Z,2017,12,2039,2017-12-05T01:39:00.000Z,86 ROCKVIEW TER,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6529834680364,43.1665528927186,1566,"86 Rockview Ter, Rochester, NY, 14606",86 ROCKVIEW TER,2017-00068827,2017,3,1200,2017-03-25T12:00:00.000Z,2017,3,1200,2017-03-25T12:00:00.000Z,2017,3,1937,2017-03-26T23:37:00.000Z,86 ROCKVIEW TER,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6178144676253,43.1238390683241,1567,"1338 Mount Hope Ave, Rochester, NY, 14620",1338 MT HOPE AVE,2017-00047205,2017,2,2025,2017-02-28T20:25:00.000Z,2017,2,2025,2017-02-28T20:25:00.000Z,2017,2,2025,2017-03-01T01:25:00.000Z,1338 MT HOPE AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6012563629692,43.1566180637603,1568,"111 East Ave, Rochester, NY, 14604",111 EAST AVE,2017-00032098,2017,2,1300,2017-02-10T13:00:00.000Z,2017,2,1527,2017-02-10T15:27:00.000Z,2017,2,1645,2017-02-10T21:45:00.000Z,111 EAST AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6333349977286,43.1741850268231,1571,"27 Locust St, Rochester, NY, 14613",27 LOCUST ST,2017-00044229,2017,2,2030,2017-02-24T20:30:00.000Z,2017,2,120,2017-02-25T01:20:00.000Z,2017,2,138,2017-02-25T06:38:00.000Z,27 LOCUST ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6039936510252,43.159901958448,1573,"121 Liberty Pole Way, Rochester, NY, 14604",121 LIBERY POLE WAY,2017-00032432,2017,2,110,2017-02-11T01:10:00.000Z,2017,2,110,2017-02-11T01:10:00.000Z,2017,2,110,2017-02-11T06:10:00.000Z,121 LIBERY POLE WAY,***,NY,,,,,,,,,,,,,,,,,,,
-77.6267009982442,43.1298190003708,1574,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",500 JOSEPH C WILSON BLVD,2017-00031967,2017,2,1600,2017-02-07T16:00:00.000Z,2017,2,1410,2017-02-10T14:10:00.000Z,2017,2,1430,2017-02-10T19:30:00.000Z,500 JOSEPH C WILSON BLVD,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6281060929763,43.2409856834499,1577,"1000 Snug Harbor Ct, Rochester, NY, 14612",1000 SNUG HARBOR CT,2017-00032105,2017,2,600,2017-02-10T06:00:00.000Z,2017,2,700,2017-02-10T07:00:00.000Z,2017,2,1534,2017-02-10T20:34:00.000Z,1000 SNUG HARBOR CT,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6286909537257,43.1522617712175,1578,"600 W Main St, Rochester, NY, 14608",600 W MAIN ST,2017-00032644,2017,2,1124,2017-02-11T11:24:00.000Z,2017,2,1125,2017-02-11T11:25:00.000Z,2017,2,1131,2017-02-11T16:31:00.000Z,600 W MAIN ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6005262742279,43.1573870348523,1579,"30 Swan St, Rochester, NY, 14604",30 SWAN ST,2017-00044746,2017,2,1400,2017-02-25T14:00:00.000Z,2017,2,1440,2017-02-25T14:40:00.000Z,2017,2,1810,2017-02-25T23:10:00.000Z,30 SWAN ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6412888021197,43.2174645937327,1580,"Dewey Ave, Rochester, NY, 14616",00 DEWEY AVE,2017-00045103,2017,2,346,2017-02-26T03:46:00.000Z,2017,2,346,2017-02-26T03:46:00.000Z,2017,2,346,2017-02-26T08:46:00.000Z,00 DEWEY AVE,***,NY,,,,,,,,,,,,,,,,,,,
-77.6243579257203,43.1236079462745,1582,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2017-00164552,2017,7,1128,2017-07-05T11:28:00.000Z,2017,7,1128,2017-07-05T11:28:00.000Z,2017,7,1146,2017-07-05T15:46:00.000Z,601 ELMWOOD AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6265316826918,43.2305233163216,1590,"3313 Lake Ave, Rochester, NY, 14612",3313 LAKE AVE,2017-00318529,2017,12,1200,2017-12-20T12:00:00.000Z,2017,12,1600,2017-12-20T16:00:00.000Z,2017,12,1630,2017-12-20T21:30:00.000Z,3313 LAKE AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6265316826918,43.2305233163216,1591,"3313 Lake Ave, Rochester, NY, 14612",3313 LAKE AVE,2017-00030481,2017,2,1530,2017-02-08T15:30:00.000Z,2017,2,1530,2017-02-08T15:30:00.000Z,2017,2,1537,2017-02-08T20:37:00.000Z,3313 LAKE AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5870191200449,43.155909396395,1594,"83 N Goodman St, Rochester, NY, 14607",83 N GOODMAN ST,2017-00030600,2017,2,805,2017-02-08T08:05:00.000Z,2017,2,825,2017-02-08T08:25:00.000Z,2017,2,1745,2017-02-08T22:45:00.000Z,83 N GOODMAN ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6133500306786,43.2545280832975,1596,"4575 Lake Ave, Rochester, NY, 14612",4575 LAKE AVE,2017-00088031,2017,4,1800,2017-04-16T18:00:00.000Z,2017,4,1800,2017-04-16T18:00:00.000Z,2017,4,1542,2017-04-17T19:42:00.000Z,4575 LAKE AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6119208029705,43.1404744463702,1598,"55 Sanford St, Rochester, NY, 14620",55 SANFORD ST,2017-00029384,2017,1,700,2017-01-02T07:00:00.000Z,2017,1,1000,2017-01-02T10:00:00.000Z,2017,2,1015,2017-02-07T15:15:00.000Z,55 SANFORD ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.583353719868,43.1498288555252,1601,"39 Vick Park B, Rochester, NY, 14607",39 VICK PARK B,2017-00028862,2017,2,1709,2017-02-03T17:09:00.000Z,2017,2,1000,2017-02-04T10:00:00.000Z,2017,2,1620,2017-02-06T21:20:00.000Z,39 VICK PARK B,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5905014237274,43.1775682305654,1602,"552 Bernard St, Rochester, NY, 14621",552 BERNARD ST,2017-00029263,2017,2,2100,2017-02-06T21:00:00.000Z,2017,2,430,2017-02-07T04:30:00.000Z,2017,2,552,2017-02-07T10:52:00.000Z,552 BERNARD ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6243579257203,43.1236079462745,1603,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2017-00027569,2017,2,1511,2017-02-04T15:11:00.000Z,2017,2,1511,2017-02-04T15:11:00.000Z,2017,2,1711,2017-02-04T22:11:00.000Z,601 ELMWOOD AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6044366358403,43.1895427997122,1604,"269 Klein St, Rochester, NY, 14621",269 KLEIN ST,2017-00029821,2017,2,2017,2017-02-06T20:17:00.000Z,2017,2,2017,2017-02-06T20:17:00.000Z,2017,2,1935,2017-02-08T00:35:00.000Z,269 KLEIN ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5875482610318,43.1602916669111,1605,"9 Birch Cres, Rochester, NY, 14607",9 BIRCH CRES,2017-00030995,2017,2,2100,2017-02-08T21:00:00.000Z,2017,2,730,2017-02-09T07:30:00.000Z,2017,2,920,2017-02-09T14:20:00.000Z,9 BIRCH CRES,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6267009982442,43.1298190003708,1611,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",500 JOSEPH C WILSON BLVD,2017-00030804,2017,1,1200,2017-01-29T12:00:00.000Z,2017,2,0,2017-02-02T00:00:00.000Z,2017,2,2243,2017-02-09T03:43:00.000Z,500 JOSEPH C WILSON BLVD,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.592642357548,43.1599750035399,1612,"731 E Main St, Rochester, NY, 14605",731 E MAIN ST,2017-00025538,2017,1,1,2017-01-30T00:01:00.000Z,2017,2,1,2017-02-01T00:01:00.000Z,2017,2,615,2017-02-02T11:15:00.000Z,731 E MAIN ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6030745691695,43.1438032423827,1631,"281 Averill Ave, Rochester, NY, 14620",281 AVERILL AVE,2017-00168887,2017,7,2250,2017-07-09T22:50:00.000Z,2017,7,2255,2017-07-09T22:55:00.000Z,2017,7,2256,2017-07-10T02:56:00.000Z,281 AVERILL AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5779709383802,43.1450970533258,1632,"11 Regent St, Rochester, NY, 14607",11 REGENT ST,2017-00027618,2017,2,2330,2017-02-03T23:30:00.000Z,2017,2,900,2017-02-04T09:00:00.000Z,2017,2,1850,2017-02-04T23:50:00.000Z,11 REGENT ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5954966556367,43.1774679997052,1633,"1037 North St, Rochester, NY, 14621",1037 NORTH ST,2017-00027422,2017,2,1200,2017-02-04T12:00:00.000Z,2017,2,1210,2017-02-04T12:10:00.000Z,2017,2,1330,2017-02-04T18:30:00.000Z,1037 NORTH ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6530658137697,43.1551219073712,1634,"1017 Maple St, Rochester, NY, 14611",1017 MAPLE ST,2017-00023238,2017,1,1500,2017-01-28T15:00:00.000Z,2017,1,1100,2017-01-30T11:00:00.000Z,2017,1,1405,2017-01-30T19:05:00.000Z,1017 MAPLE ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6243579257203,43.1236079462745,1635,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2017-00026489,2017,2,908,2017-02-03T09:08:00.000Z,2017,2,950,2017-02-03T09:50:00.000Z,2017,2,908,2017-02-03T14:08:00.000Z,601 ELMWOOD AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5683059990651,43.1867441276827,1636,"73 Norton Village Ln, Rochester, NY, 14609",73 NORTON VILLAGE LANE,2017-00026105,2017,2,700,2017-02-02T07:00:00.000Z,2017,2,1900,2017-02-02T19:00:00.000Z,2017,2,1933,2017-02-03T00:33:00.000Z,73 NORTON VILLAGE LANE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6345578603187,43.1319600462673,1637,"1400 S Plymouth Ave, Rochester, NY, 14611",1400 S PLYMOUTH AVE,2017-00026815,2017,1,1700,2017-01-08T17:00:00.000Z,2017,1,1700,2017-01-22T17:00:00.000Z,2017,2,1630,2017-02-03T21:30:00.000Z,1400 S PLYMOUTH AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6267009982442,43.1298190003708,1638,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",500 JOSEPH C WILSON BLVD,2017-00026699,2017,2,1120,2017-02-03T11:20:00.000Z,2017,2,1225,2017-02-03T12:25:00.000Z,2017,2,1255,2017-02-03T17:55:00.000Z,500 JOSEPH C WILSON BLVD,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5452997922156,43.1558800967925,1645,"143 Corwin Rd, Rochester, NY, 14610",143 CORWIN ROAD,2017-00214913,2017,8,2300,2017-08-24T23:00:00.000Z,2017,8,730,2017-08-25T07:30:00.000Z,2017,8,945,2017-08-25T13:45:00.000Z,143 CORWIN ROAD,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5957901807193,43.1449352767423,1657,"476 Meigs St, Rochester, NY, 14607",476 MEIGS ST,2017-00023794,2017,1,1900,2017-01-27T19:00:00.000Z,2017,1,615,2017-01-31T06:15:00.000Z,2017,1,624,2017-01-31T11:24:00.000Z,476 MEIGS ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6138394683785,43.147622013995,1668,"218 S Fitzhugh St, Rochester, NY, 14608",218 S FITZHUGH ST,2017-00245909,2017,9,1400,2017-09-25T14:00:00.000Z,2017,9,1558,2017-09-26T15:58:00.000Z,2017,9,1558,2017-09-26T19:58:00.000Z,218 S FITZHUGH ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6121682458903,43.150029136805,1670,"142 S Fitzhugh St, Rochester, NY, 14608",142 S FITZHUGH ST,2017-00094461,2017,4,2230,2017-04-24T22:30:00.000Z,2017,4,2230,2017-04-24T22:30:00.000Z,2017,4,808,2017-04-25T12:08:00.000Z,142 S FITZHUGH ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6144429397483,43.149132646171,1681,"12 Cornhill Ter, Rochester, NY, 14608",12 CORNHILL TER,2017-00119799,2017,5,1500,2017-05-22T15:00:00.000Z,2017,5,1730,2017-05-22T17:30:00.000Z,2017,5,1720,2017-05-22T21:20:00.000Z,12 CORNHILL TER,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.633243803409,43.1675051957838,1683,"159 Parkway, Rochester, NY, 14608",159 PARKWAY,2017-00016896,2017,1,200,2017-01-22T02:00:00.000Z,2017,1,944,2017-01-22T09:44:00.000Z,2017,1,944,2017-01-22T14:44:00.000Z,159 PARKWAY,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.5560633953527,43.1604784994552,1694,"2052 E Main St, Rochester, NY, 14609",2052 E MAIN ST,2017-00022357,2017,1,521,2017-01-29T05:21:00.000Z,2017,1,521,2017-01-29T05:21:00.000Z,2017,1,521,2017-01-29T10:21:00.000Z,2052 E MAIN ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.583200589847,43.1500919372797,1702,"35 Vick Park B, Rochester, NY, 14607",35 VICK PARK B,2017-00174127,2017,7,1900,2017-07-14T19:00:00.000Z,2017,7,900,2017-07-15T09:00:00.000Z,2017,7,1022,2017-07-15T14:22:00.000Z,35 VICK PARK B,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6589935507218,43.1520835553869,1704,"320 Buffalo Rd, Rochester, NY, 14611",320 BUFFALO ROAD,2017-00154654,2017,6,2000,2017-06-25T20:00:00.000Z,2017,6,2000,2017-06-25T20:00:00.000Z,2017,6,2005,2017-06-26T00:05:00.000Z,320 BUFFALO ROAD,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6589935507218,43.1520835553869,1705,"320 Buffalo Rd, Rochester, NY, 14611",320 BUFFALO ROAD,2017-00023429,2017,1,1724,2017-01-30T17:24:00.000Z,2017,1,1724,2017-01-30T17:24:00.000Z,2017,1,1724,2017-01-30T22:24:00.000Z,320 BUFFALO ROAD,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6575489827807,43.1476970909065,1706,"121 Lincoln Ave, Rochester, NY, 14611",121 LINCOLN AVE,2017-00020752,2017,1,730,2017-01-27T07:30:00.000Z,2017,1,730,2017-01-27T07:30:00.000Z,2017,1,730,2017-01-27T12:30:00.000Z,121 LINCOLN AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6243579257203,43.1236079462745,1707,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2017-00023280,2017,1,1230,2017-01-30T12:30:00.000Z,2017,1,1448,2017-01-30T14:48:00.000Z,2017,1,1448,2017-01-30T19:48:00.000Z,601 ELMWOOD AVE,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.611801292072,43.1556009566592,1710,"25 E Main St, Rochester, NY, 14614",25 E MAIN ST,2017-00024092,2017,1,1500,2017-01-30T15:00:00.000Z,2017,1,1300,2017-01-31T13:00:00.000Z,2017,1,1329,2017-01-31T18:29:00.000Z,25 E MAIN ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
-77.6156396344672,43.2506522496726,1723,"137 Stutson St, Rochester, NY, 14612",137 STUTSON ST,2017-00012256,2017,1,2000,2017-01-15T20:00:00.000Z,2017,1,800,2017-01-16T08:00:00.000Z,2017,1,1308,2017-01-16T18:08:00.000Z,137 STUTSON ST,Rochester,NY,,,,,,,,,,,,,,,,,,,
